transaction_amount,installments,login_attempts_last_12h,total_of_last_1h_transactions,merchant_id,time_of_day,location,is_anomaly
1550.9498925880512,6,0,0,A,evening,USA,0
603.1278570714851,12,2,1,B,morning,USA,0
151.52347145689598,12,0,1,C,evening,Canada,0
2423.6398561797646,6,2,2,A,morning,Canada,0
1668.1299132407999,6,1,0,B,afternoon,Canada,0
448.4055514673096,6,1,3,C,afternoon,USA,0
771.8240634882644,1,2,3,A,morning,Canada,0
382.2099007842046,1,1,2,B,morning,USA,0
993.3501513693262,6,3,1,C,afternoon,USA,0
515.3965648386887,12,0,0,A,evening,USA,0
394.71454649877023,12,1,0,C,morning,Canada,0
312.9933091063525,1,0,1,C,morning,USA,0
72.07488842708993,6,0,1,A,morning,USA,0
205.3923808235238,12,0,1,B,evening,USA,0
15.45887992009058,6,1,1,B,evening,USA,0
67.34541805411781,1,2,1,A,morning,Canada,0
681.289923329423,12,0,0,A,morning,USA,0
55.0049392513636,1,3,0,C,evening,USA,0
523.5951390691721,12,3,0,B,evening,Canada,0
872.1205641150107,12,1,0,A,morning,Canada,0
254.05728509251375,6,0,2,A,afternoon,Canada,0
1886.9667986283102,1,0,1,B,morning,Canada,0
180.89502502274743,1,2,2,C,morning,USA,0
21.628662494408868,12,0,0,C,evening,USA,0
332.4389921150098,6,0,1,A,morning,USA,0
103.82151013160814,12,2,0,C,evening,Canada,0
53.403006502052364,1,4,0,A,evening,USA,0
158.42179674500574,6,1,1,B,afternoon,Canada,0
21.79673240191867,12,0,1,B,afternoon,USA,0
254.45010591520528,12,1,2,B,afternoon,USA,0
45.78780596244675,12,0,1,B,morning,Canada,0
1012.915192472637,6,0,0,A,evening,USA,0
293.041492786648,1,2,1,C,morning,Canada,0
40.77495458459835,6,1,0,C,morning,USA,0
108.20019917845002,1,0,0,C,afternoon,Canada,0
259.91909743560467,1,1,0,B,morning,Canada,0
756.9057867736966,6,0,1,C,afternoon,USA,0
70.18827493104563,6,3,0,C,evening,USA,0
1681.9557576117143,1,0,1,B,morning,USA,0
727.7206907054331,12,0,0,C,evening,USA,0
88.12081625431829,1,0,3,C,afternoon,USA,0
285.804460789217,12,0,0,A,morning,Canada,0
730.7539401470231,1,0,0,C,evening,Canada,0
53.27979075584921,12,1,0,C,afternoon,USA,0
853.7660817222466,6,2,1,C,afternoon,USA,0
568.2457548724818,12,1,0,A,evening,Canada,0
393.07337677982486,6,0,1,B,evening,USA,0
2382.2697962081916,12,3,1,B,morning,USA,0
143.0565240225195,1,1,0,C,evening,Canada,0
573.6518661465309,12,1,2,B,afternoon,Canada,0
7.425671325621869,1,1,0,A,morning,USA,0
2057.7657025935378,6,0,0,C,afternoon,Canada,0
2160.5340348233294,12,1,0,C,morning,Canada,0
3369.7934882215086,1,0,1,B,afternoon,USA,0
461.35247900092213,6,1,1,A,evening,USA,0
1184.3032728948276,1,0,3,C,afternoon,Canada,0
3465.16760991347,1,1,3,A,morning,USA,0
240.93772417073436,1,0,0,C,morning,Canada,0
214.21540038524353,6,2,0,C,afternoon,Canada,0
592.9319843601426,1,0,1,B,evening,Canada,0
262.251891301752,6,1,0,B,morning,Canada,0
940.2079909052289,6,1,1,B,morning,USA,0
171.83515220453762,12,2,2,C,morning,USA,0
898.4195830444783,6,2,1,A,morning,Canada,0
372.324906165804,1,2,0,B,afternoon,USA,0
1370.901187501807,6,0,0,C,evening,Canada,0
207.2498390106512,12,2,2,A,morning,Canada,0
1886.0323110437507,1,0,1,B,morning,USA,0
375.44527803309165,6,2,2,A,morning,USA,0
92.3372319443148,12,3,0,B,afternoon,Canada,0
231.97337106086937,1,0,0,A,afternoon,USA,0
204.01509504073218,1,0,0,A,afternoon,USA,0
356.76674224628266,1,1,0,C,morning,Canada,0
320.99608519188394,6,1,0,B,morning,USA,0
36.17878086396146,6,2,0,C,afternoon,USA,0
472.4898802557004,1,0,1,C,morning,Canada,0
286.3943873384756,1,1,0,A,morning,Canada,0
187.34960451996346,1,0,2,B,morning,Canada,0
450.0464940283601,12,1,0,C,morning,USA,0
426.3925766406442,1,2,0,B,morning,Canada,0
328.2817909419478,6,0,2,A,evening,USA,0
311.93208953055455,6,2,0,A,afternoon,USA,0
313.027154166072,6,0,1,A,afternoon,Canada,0
378.1744538644221,1,3,1,C,evening,Canada,0
114.49868536559728,6,0,0,A,afternoon,Canada,0
122.42076458942941,6,1,0,A,evening,USA,0
241.4214702234472,1,3,3,C,morning,USA,0
1076.2036849697852,6,1,0,C,afternoon,Canada,0
314.90852708820034,1,1,2,C,afternoon,USA,0
983.1446836798116,1,3,1,C,evening,USA,0
286.2212490850978,1,2,1,A,morning,Canada,0
577.8101007171465,12,2,1,C,afternoon,USA,0
73.84972782030763,6,3,2,B,morning,Canada,0
847.0447850666216,6,2,1,B,evening,Canada,0
712.4127424484252,1,1,1,C,morning,USA,0
457.3609543569726,1,0,1,C,morning,Canada,0
424.01543074821296,12,2,0,C,evening,Canada,0
560.0793120181397,6,1,1,B,afternoon,Canada,0
389.3453105345565,12,0,0,B,morning,Canada,0
2083.0587863523874,1,0,0,A,afternoon,USA,0
4745.04351486768,6,3,1,B,afternoon,USA,0
1105.5212988330336,1,0,0,B,morning,USA,0
11020.20266163353,1,0,1,B,morning,USA,0
2266.6316709465013,6,0,1,B,evening,Canada,0
404.83465526669255,1,1,1,A,morning,USA,0
57.48048515289768,12,0,0,A,afternoon,USA,0
18.569521551720513,6,1,3,A,evening,USA,0
179.8286167745234,12,3,2,A,morning,USA,0
27.168434441225532,12,1,1,A,morning,USA,0
598.0774317037728,1,2,1,A,evening,USA,0
185.04546775811548,1,1,0,B,afternoon,USA,0
280.5525991523352,1,1,0,C,morning,USA,0
685.0304366452816,12,0,2,A,evening,Canada,0
21.052892872192217,12,0,3,C,morning,Canada,0
1318.0896071733364,6,0,1,B,afternoon,USA,0
407.0233005691369,1,0,2,A,afternoon,USA,0
274.9124781912036,1,2,0,B,afternoon,USA,0
184.45403148242943,1,1,2,B,morning,Canada,0
72.1235134955911,1,3,2,B,morning,Canada,0
449.2969945645637,12,3,0,C,morning,USA,0
182.14513493938514,12,2,0,A,evening,USA,0
1332.482105051519,1,1,1,A,morning,USA,0
713.7513794468805,6,1,0,C,morning,Canada,0
4981.426697170826,1,1,2,B,afternoon,USA,0
568.1836063035165,1,2,0,B,afternoon,Canada,0
253.18287682030515,1,2,0,A,afternoon,USA,0
221.2660258981784,6,3,1,B,evening,Canada,0
51.597827870515935,6,1,0,B,morning,Canada,0
109.63978681033491,1,1,0,A,afternoon,Canada,0
461.3286198089726,1,1,1,C,evening,Canada,0
99.06350448864337,6,1,1,C,afternoon,Canada,0
1411.1919887154727,1,1,4,B,evening,Canada,0
48.61263156603074,1,1,2,B,morning,Canada,0
75.9009167164195,12,0,2,B,afternoon,Canada,0
1509.4320323937877,1,0,1,A,morning,USA,0
138.83546273120268,1,1,1,C,morning,USA,0
230.1134117836958,1,3,2,A,morning,Canada,0
310.5483559644833,12,0,2,A,morning,USA,0
646.8739460857256,12,2,0,B,morning,Canada,0
1258.6904766467399,6,1,1,C,afternoon,Canada,0
27.814793105789168,6,0,1,C,morning,USA,0
234.57840210629192,6,1,1,C,evening,USA,0
122.02154631730362,1,2,0,A,afternoon,Canada,0
817.3987766273544,1,2,1,B,evening,Canada,0
109.10852798335833,1,1,1,B,afternoon,Canada,0
815.1945097768887,1,1,1,C,morning,USA,0
186.42411962482493,1,1,2,C,morning,USA,0
97.2549210316607,6,1,3,C,afternoon,Canada,0
445.6401691349267,1,1,1,C,morning,Canada,0
110.87715951496894,6,0,3,B,afternoon,USA,0
251.55151463901794,1,0,1,C,evening,USA,0
53.374041283845116,6,0,0,B,morning,Canada,0
1322.2806206297103,6,1,1,C,evening,USA,0
23.36449805640534,6,1,2,A,afternoon,Canada,0
69.31965101318599,12,2,0,C,morning,Canada,0
146.21066188199703,1,0,4,A,afternoon,Canada,0
1371.6149589735312,6,0,1,B,morning,USA,0
464.41462941744913,1,0,1,C,evening,USA,0
806.4427532759075,1,1,2,A,afternoon,USA,0
660.650372328491,12,2,1,C,afternoon,Canada,0
125.39574730394358,12,0,1,C,afternoon,USA,0
214.72963211350424,12,2,1,B,morning,Canada,0
667.2261015491713,12,1,0,B,morning,USA,0
339.84150718556606,6,0,0,B,afternoon,USA,0
729.7862016360517,12,0,0,C,morning,Canada,0
468.76394710644183,6,2,1,A,morning,USA,0
444.35783086873965,1,1,0,B,afternoon,Canada,0
97.1689762363116,1,1,0,B,morning,Canada,0
197.9019610110296,6,0,1,A,afternoon,USA,0
147.40187398480796,6,0,1,A,morning,Canada,0
1262.3226540198777,6,0,0,B,evening,USA,0
385.2813283159236,1,1,0,C,morning,USA,0
2817.041106410281,1,1,1,A,evening,Canada,0
493.55265094470815,6,3,1,B,afternoon,USA,0
1901.6494696813807,6,0,1,B,afternoon,Canada,0
382.3561800846162,1,0,1,A,afternoon,Canada,0
202.29371257382013,12,3,1,A,afternoon,Canada,0
113.53775190409705,1,0,0,A,evening,Canada,0
1477.310229714912,1,0,0,B,evening,Canada,0
54.33581680665591,12,3,1,B,morning,USA,0
1142.258480246777,6,0,0,A,morning,Canada,0
1650.5657637516317,12,0,1,A,morning,Canada,0
82.831559864224,1,1,0,C,morning,USA,0
796.3331385494156,12,2,1,C,afternoon,USA,0
671.7242174888999,1,1,0,C,afternoon,USA,0
85.48730842969769,12,1,2,C,evening,USA,0
365.22879869617697,1,0,3,C,afternoon,USA,0
390.2091176615906,1,2,0,A,afternoon,USA,0
289.5593283624327,1,1,1,B,morning,Canada,0
1198.9497569520097,6,1,1,A,evening,Canada,0
90.2588238191897,6,0,1,A,evening,USA,0
53.401885925171676,6,1,0,B,afternoon,USA,0
430.01102485954294,6,0,0,A,evening,Canada,0
1303.4473995911194,1,0,0,A,evening,Canada,0
359.79029774533615,6,1,0,A,evening,Canada,0
184.4335515116758,6,4,0,C,afternoon,Canada,0
1171.9668251320445,1,1,2,C,afternoon,USA,0
110.88811046524872,1,2,0,A,afternoon,USA,0
159.60647568510163,1,1,2,A,morning,Canada,0
33.101459865404486,12,0,1,B,morning,USA,0
242.32813600635856,1,1,4,A,morning,USA,0
1016.8323122917733,6,2,0,B,morning,USA,0
1507.7282417920662,12,3,0,A,morning,USA,0
291.0106325728817,12,1,2,A,afternoon,Canada,0
31.69965397770457,6,1,2,B,morning,USA,0
1041.1679026479067,6,1,0,A,afternoon,Canada,0
583.4488257346865,6,1,1,A,evening,USA,0
98.54341332890682,1,1,1,B,morning,Canada,0
343.7658477588832,1,3,0,A,morning,USA,0
467.8513245152197,6,1,1,A,afternoon,Canada,0
267.6282976302917,1,0,1,A,afternoon,Canada,0
709.1754719255828,1,0,1,C,morning,Canada,0
172.0993048308082,1,0,3,B,afternoon,USA,0
164.10749361824938,1,0,3,A,morning,Canada,0
95.16425400703851,6,2,1,C,morning,Canada,0
30.955726389733815,6,0,0,B,morning,USA,0
1603.6768783799225,12,2,2,A,morning,Canada,0
88.33694760266057,6,2,2,C,afternoon,Canada,0
77.5661917991608,1,3,1,A,morning,Canada,0
16.502987562912164,6,0,1,B,afternoon,USA,0
1558.3911636752407,1,2,1,A,afternoon,USA,0
104.88993466795247,1,0,0,A,morning,Canada,0
350.3756346166435,1,1,0,A,afternoon,USA,0
605.9576794334482,6,2,0,B,morning,Canada,0
483.21626406916346,6,1,0,B,morning,Canada,0
186.72117195268103,1,1,0,C,morning,Canada,0
1382.698126091617,6,1,1,A,evening,USA,0
283.2546178030611,12,0,0,B,evening,USA,0
155.51529021169267,1,5,0,C,evening,Canada,0
218.07443634706752,6,2,1,B,morning,USA,0
86.86271604695332,12,1,0,A,afternoon,Canada,0
2419.60821588209,6,2,0,B,afternoon,USA,0
343.7807986622995,1,1,0,A,afternoon,USA,0
254.45459120508588,1,2,0,A,evening,Canada,0
2050.716898124512,1,1,1,B,morning,Canada,0
108.27093073380223,1,1,2,C,afternoon,Canada,0
223.8075997063634,12,0,1,C,afternoon,USA,0
9.428681548041634,1,0,0,C,evening,USA,0
105.76254796041776,1,2,0,B,morning,USA,0
65.4485012736004,1,0,1,A,morning,Canada,0
623.7485731250945,6,0,2,B,afternoon,Canada,0
204.45863963676774,12,0,1,B,afternoon,Canada,0
1259.2086866365332,6,1,0,B,afternoon,USA,0
608.0818067373982,12,1,0,A,morning,Canada,0
27.445935237365937,1,2,2,C,afternoon,Canada,0
257.9386333280918,12,1,0,C,evening,USA,0
42.66845930450132,6,1,1,B,afternoon,Canada,0
291.76840143232425,1,1,0,A,evening,USA,0
32.145833745290425,12,2,2,A,evening,Canada,0
174.81194040142157,1,1,0,A,morning,USA,0
275.8685110152763,12,0,1,C,morning,USA,0
235.20198922014805,12,0,0,A,morning,USA,0
41.81569638446404,1,0,0,A,morning,Canada,0
1233.3355879588212,12,1,0,B,evening,USA,0
313.56973588548806,6,1,1,B,afternoon,Canada,0
28.627278376439325,6,0,2,A,morning,Canada,0
96.99021130762286,1,0,1,A,afternoon,Canada,0
158.30483208641658,1,1,2,C,evening,Canada,0
1154.425358644677,1,1,2,B,afternoon,USA,0
1199.5561242945093,6,1,1,B,evening,USA,0
193.62552409996317,1,1,0,B,morning,USA,0
429.4774378489522,6,2,5,A,afternoon,Canada,0
3061.8675209628036,6,1,6,C,afternoon,Canada,0
256.65728460737165,6,1,0,A,morning,USA,0
405.56456668569473,12,0,0,B,afternoon,USA,0
69.19734199037846,12,0,1,C,afternoon,USA,0
1065.7878071267835,12,1,1,A,afternoon,Canada,0
265.39236491300375,12,2,1,C,evening,Canada,0
61.31203307914781,12,2,3,C,evening,Canada,0
112.51305076598179,6,2,2,B,morning,USA,0
11.226915610201427,6,1,0,A,evening,Canada,0
312.4577896457335,12,1,3,B,evening,USA,0
120.85791516244888,1,1,1,B,morning,USA,0
521.4910826868655,12,1,0,C,afternoon,USA,0
122.82662733804077,1,1,0,B,morning,Canada,0
33.86361651025627,6,1,2,A,morning,Canada,0
1752.486394211183,6,1,2,B,morning,Canada,0
61.71009785784125,12,2,1,B,afternoon,Canada,0
257.13454838777636,1,1,0,C,morning,Canada,0
354.22049666452654,12,3,0,A,morning,USA,0
301.37310530879637,6,1,3,B,morning,Canada,0
962.8740271590596,1,1,2,B,morning,USA,0
538.7235613813161,1,1,1,B,morning,Canada,0
1642.0850601951388,6,1,2,C,morning,Canada,0
2937.4908062737727,1,0,0,A,morning,USA,0
5875.416340724287,6,1,0,A,afternoon,USA,0
127.69093014130043,12,1,2,A,morning,USA,0
270.2383606477907,12,1,1,B,afternoon,USA,0
201.66516001290574,12,1,2,B,morning,Canada,0
908.8937733374484,6,0,2,B,evening,Canada,0
74.3874953461076,12,1,1,B,morning,USA,0
596.2507295547898,1,2,2,C,morning,Canada,0
249.81619594970167,6,2,1,C,evening,Canada,0
8.630120285601109,1,0,0,B,evening,USA,0
2502.5687752091662,1,2,0,B,morning,Canada,0
588.1408176590055,1,0,0,B,morning,USA,0
437.734679220831,6,0,1,B,morning,USA,0
190.16871378310856,1,3,0,A,afternoon,Canada,0
370.35260473016353,12,0,3,C,afternoon,USA,0
494.62656118835116,6,1,0,C,morning,Canada,0
494.8613114784183,12,1,0,C,afternoon,Canada,0
949.070078607037,6,0,1,A,morning,Canada,0
72.23444431380501,6,0,1,C,morning,USA,0
212.85059829964828,6,1,1,B,afternoon,USA,0
17.249561638447144,12,0,1,A,morning,Canada,0
92.0941944762966,12,1,2,A,evening,Canada,0
45.44821495301506,6,1,1,A,morning,USA,0
376.2615216667116,1,0,1,A,afternoon,Canada,0
2156.314529885815,1,0,0,C,afternoon,Canada,0
54.31724935206295,1,0,1,C,evening,USA,0
187.72525608976562,1,1,2,B,morning,USA,0
114.24191210753747,1,2,4,B,evening,Canada,0
40.569075982353674,6,3,0,B,morning,Canada,0
254.4335000362892,1,1,0,A,morning,USA,0
1341.643450288706,6,1,0,A,afternoon,USA,0
36.71777285268491,6,1,0,A,afternoon,USA,0
114.97365945545798,1,1,0,A,evening,USA,0
81.05886073136354,1,1,1,B,morning,Canada,0
443.9594820379428,6,0,0,B,evening,USA,0
381.005944798986,12,1,1,B,morning,USA,0
79.84368743049335,6,1,0,C,evening,USA,0
158.97361299461838,12,2,1,A,evening,USA,0
617.4299638461563,6,1,1,A,morning,Canada,0
433.6872240191836,1,2,0,A,morning,USA,0
601.8556615136589,1,1,1,B,afternoon,USA,0
453.7507571446578,1,1,2,A,morning,Canada,0
137.44872543069877,6,4,4,C,afternoon,USA,0
202.47191508773582,1,0,0,A,afternoon,Canada,0
47.36738395306459,12,3,0,A,morning,USA,0
159.5620107900574,6,0,0,A,morning,Canada,0
714.3212863349592,6,1,0,A,evening,Canada,0
879.3365205627529,12,0,1,C,afternoon,USA,0
382.19739750545637,1,3,0,A,evening,USA,0
384.20955485937657,12,1,2,A,evening,Canada,0
4898.468030821745,1,1,0,B,morning,Canada,0
632.0049493850387,6,0,2,A,morning,Canada,0
779.9566602247942,1,2,1,A,morning,Canada,0
198.1511272091357,6,1,1,A,afternoon,USA,0
502.1635401304935,12,0,0,B,afternoon,USA,0
240.48868012927935,1,0,1,C,morning,USA,0
19.339132750341758,12,0,1,A,afternoon,Canada,0
334.02904923017496,12,1,2,B,afternoon,USA,0
619.9831807795948,1,2,2,C,afternoon,Canada,0
118.45003395421965,1,0,2,B,afternoon,Canada,0
211.4619318596163,6,3,1,B,afternoon,USA,0
152.11852257481402,6,1,0,A,evening,USA,0
205.59105403103993,1,4,1,B,morning,Canada,0
116.59798465213353,12,0,0,A,afternoon,Canada,0
631.3896112967153,12,0,1,B,afternoon,Canada,0
357.9333424545823,6,0,1,A,evening,USA,0
648.9196631528814,6,0,1,B,afternoon,Canada,0
370.7299826713798,6,0,1,A,morning,USA,0
226.85752417751712,1,1,1,A,afternoon,USA,0
453.7417291743483,1,0,0,B,afternoon,USA,0
1945.810284419069,12,3,3,C,evening,USA,0
45.83631828355843,6,1,1,B,morning,USA,0
902.1887207682236,1,0,0,B,evening,USA,0
361.77329053311695,1,0,0,A,morning,Canada,0
151.54382092218992,1,1,1,C,morning,USA,0
633.0086549448481,6,0,1,C,evening,USA,0
159.87705899852685,6,2,1,B,afternoon,USA,0
223.6450158588572,12,3,1,A,evening,USA,0
210.0832044130343,12,0,1,B,morning,USA,0
22.07691555562488,1,1,1,C,afternoon,USA,0
194.87680340953366,1,3,5,C,morning,USA,0
1026.3790365040802,1,2,0,B,afternoon,USA,0
103.51619287447178,12,1,0,A,afternoon,USA,0
353.9688071181986,1,3,1,A,afternoon,Canada,0
263.0203204214889,6,1,2,B,afternoon,USA,0
556.328210683958,6,2,0,B,afternoon,USA,0
668.3473346160121,1,2,0,B,morning,Canada,0
74.4253659538304,12,2,1,B,afternoon,Canada,0
395.8779287852379,12,1,0,C,afternoon,USA,0
472.0179963272942,6,5,0,B,afternoon,Canada,0
108.30144284659298,6,0,1,A,morning,USA,0
1431.0123357325388,6,3,1,A,morning,Canada,0
356.5300956213061,6,1,0,A,morning,USA,0
254.45284997939763,12,1,2,A,evening,Canada,0
508.024624429373,6,1,1,B,morning,USA,0
762.3945210142949,1,1,2,B,morning,USA,0
188.78784136137875,6,2,1,C,morning,USA,0
323.52024741530454,12,3,0,B,evening,USA,0
376.55645193776684,1,2,2,A,evening,Canada,0
19158.300813207967,6,0,0,B,afternoon,USA,0
380.2169720076079,1,1,3,A,afternoon,Canada,0
534.3982988503749,12,2,1,B,afternoon,USA,0
142.95393941391913,12,0,0,B,afternoon,Canada,0
610.5232687739211,6,1,2,B,morning,USA,0
45.00068784763944,1,1,0,A,evening,USA,0
1124.8358447806388,1,1,2,B,morning,Canada,0
299.0727014663709,12,2,0,C,afternoon,Canada,0
915.8286042550698,6,1,1,A,afternoon,USA,0
274.575951592815,1,1,0,B,afternoon,Canada,0
105.1126130595452,12,2,1,A,afternoon,Canada,0
46.404553415511,6,1,2,B,evening,USA,0
1773.5710206029755,6,1,0,A,afternoon,Canada,0
462.23012205930564,6,0,1,C,morning,USA,0
1193.0939305883153,12,0,1,A,afternoon,Canada,0
252.8126492501388,12,4,0,B,evening,USA,0
1247.0038210198861,6,0,0,B,afternoon,USA,0
471.7063097902847,12,0,2,C,morning,Canada,0
32.548998126636725,6,2,1,C,morning,Canada,0
408.1286889399543,6,0,0,C,evening,USA,0
10488.779448557949,6,1,1,A,afternoon,USA,0
246.97309457047325,1,0,2,B,evening,Canada,0
195.34739689239836,6,2,2,B,morning,USA,0
766.3710510686645,1,2,3,B,morning,Canada,0
773.4054999296696,1,0,0,B,afternoon,USA,0
682.4576913105128,1,0,2,C,morning,USA,0
33.028642796568654,6,0,0,A,evening,USA,0
156.66970841271385,1,0,2,C,morning,USA,0
283.7096411493551,1,1,0,A,afternoon,Canada,0
671.1221026185956,6,2,1,A,morning,Canada,0
999.1693286313749,6,1,2,B,morning,Canada,0
293.27536184998274,1,1,1,B,morning,USA,0
124.1628421268182,6,0,0,A,afternoon,USA,0
330.9779038503848,12,0,1,C,morning,USA,0
395.9119005352654,6,0,0,C,morning,USA,0
133.6283640243404,12,0,0,A,morning,Canada,0
173.76811898560734,6,1,2,C,evening,Canada,0
295.2360270117359,12,0,0,C,afternoon,USA,0
2585.0588028560123,12,1,0,B,morning,USA,0
376.23155376067166,6,0,0,A,morning,USA,0
150.53181158743558,1,1,5,A,morning,Canada,0
53.02683245148558,1,2,0,A,afternoon,Canada,0
296.48272623711443,1,1,1,A,evening,USA,0
207.8426638699103,12,2,1,C,afternoon,USA,0
231.5784509480297,6,0,1,A,evening,USA,0
411.8496707590728,6,1,1,A,morning,USA,0
76.17513434397426,6,3,0,C,morning,Canada,0
798.9780442843405,12,0,0,C,morning,Canada,0
895.7300227265732,6,2,2,A,afternoon,Canada,0
243.6291768506956,6,2,0,A,evening,USA,0
642.1978208472174,12,1,0,A,afternoon,Canada,0
486.29160641081575,1,0,1,C,evening,Canada,0
248.01600756365525,12,2,0,B,morning,USA,0
281.62813719021466,1,0,1,A,afternoon,USA,0
1567.1892935539893,1,2,0,B,morning,Canada,0
315.667879601686,12,0,1,A,evening,USA,0
824.3243861438044,1,0,2,C,morning,USA,0
115.15867654757545,1,0,0,A,morning,USA,0
291.6767588815795,1,1,1,B,afternoon,USA,0
1206.4194959641513,6,0,0,C,evening,Canada,0
127.70145239783088,12,0,0,B,afternoon,Canada,0
1129.9000413690153,12,2,1,A,afternoon,Canada,0
457.16751779354075,1,2,0,B,evening,Canada,0
994.2456884416723,12,0,1,B,afternoon,Canada,0
201.67341737220636,1,2,0,A,morning,USA,0
71.66864193860042,6,0,0,B,morning,Canada,0
48.54160787292578,12,0,1,A,evening,Canada,0
178.91553511471932,1,2,1,C,evening,USA,0
514.0122597940339,1,1,0,B,evening,USA,0
90.9162913644533,12,0,0,B,afternoon,USA,0
125.09080686974124,1,0,0,C,morning,Canada,0
75.61229535849176,6,1,2,C,morning,USA,0
780.5593283107953,6,3,1,A,afternoon,USA,0
95.90776306270759,1,0,2,A,afternoon,Canada,0
281.90095583913137,1,0,1,A,afternoon,USA,0
430.9636575443707,6,1,0,B,evening,USA,0
209.0329695060211,6,0,0,B,morning,Canada,0
239.60089325654977,6,3,0,A,afternoon,Canada,0
118.30493456472992,6,2,0,C,afternoon,USA,0
204.78744752071495,1,2,1,A,afternoon,USA,0
636.6297884521966,12,1,1,A,morning,USA,0
159.62197100646466,1,1,0,B,afternoon,Canada,0
1368.4977329042345,12,0,0,C,morning,Canada,0
68.30384464505036,1,3,1,A,afternoon,Canada,0
1439.2393357438677,1,2,1,A,morning,Canada,0
1231.4421268014316,6,1,3,C,evening,Canada,0
104.69869715864876,12,0,2,A,evening,USA,0
625.4798738675985,6,0,1,B,afternoon,USA,0
98.76596853945821,6,1,0,B,morning,USA,0
1604.8542369028683,1,1,2,B,morning,USA,0
6152.195661919728,1,1,1,A,evening,Canada,0
72.74659848439977,6,0,2,A,evening,Canada,0
1017.6547038302637,6,0,0,A,afternoon,USA,0
118.46108764465559,1,1,2,B,morning,USA,0
188.48497393344198,6,0,1,A,afternoon,USA,0
62.798697239892526,6,0,1,C,morning,Canada,0
32.778954646153764,12,1,0,B,afternoon,Canada,0
494.80493682660546,12,1,4,A,evening,Canada,0
59.83689497151319,1,0,0,A,morning,USA,0
29.050739547917473,12,1,0,C,morning,USA,0
187.86354265822575,6,0,0,A,morning,Canada,0
163.2149567314848,6,1,3,C,morning,USA,0
597.6023577223834,1,3,1,C,morning,USA,0
718.9290763534959,6,2,1,C,afternoon,USA,0
82.66098504555973,12,1,2,A,afternoon,Canada,0
949.5211079659099,1,3,1,A,evening,USA,0
310.6467004810056,6,3,0,B,evening,Canada,0
159.12908279697126,6,0,1,C,afternoon,Canada,0
62.894046613122164,1,2,1,C,evening,USA,0
399.50091139229556,6,0,2,A,morning,Canada,0
103.70590842471556,6,0,2,A,afternoon,USA,0
516.2485111637978,12,0,0,C,evening,Canada,0
944.4803965607634,1,1,2,B,evening,Canada,0
165.2792440622555,12,2,1,B,morning,Canada,0
615.3586669460578,1,2,3,A,evening,Canada,0
100.64662906957655,1,1,0,C,morning,Canada,0
383.458659083662,1,2,1,A,afternoon,Canada,0
238.69028590896033,6,1,0,C,morning,USA,0
346.337170684925,6,1,3,A,morning,USA,0
1273.9997097613189,1,1,1,C,morning,Canada,0
4061.0580724983793,12,3,1,C,morning,Canada,0
53.22384604177355,6,0,0,C,evening,USA,0
148.4836457859065,12,1,1,B,afternoon,Canada,0
257.6796129725458,12,0,2,B,afternoon,Canada,0
812.0025810316747,1,0,0,A,morning,USA,0
745.2595242545661,1,3,2,C,morning,USA,0
1957.0606722060816,12,2,0,B,afternoon,Canada,0
53.154034315591026,12,1,2,C,evening,USA,0
331.54147629296403,6,1,1,A,afternoon,Canada,0
569.3615081478185,12,0,0,B,afternoon,Canada,0
91.8468701189556,1,2,1,B,evening,Canada,0
776.261084913533,1,2,1,A,afternoon,Canada,0
35.070144820360184,1,2,1,C,afternoon,Canada,0
97.52008096938509,1,2,0,B,afternoon,Canada,0
634.0837538961964,6,4,0,B,evening,USA,0
361.65356568835676,1,1,3,A,evening,USA,0
69.77953410145847,1,1,0,A,evening,Canada,0
2004.9333231652618,12,2,1,C,afternoon,USA,0
60.175733241296314,6,3,3,B,afternoon,Canada,0
747.7387615994983,6,1,0,A,afternoon,Canada,0
52.84365712778477,12,0,2,B,evening,USA,0
126.11656398058706,12,1,1,B,morning,Canada,0
457.30205189708744,1,0,2,B,morning,USA,0
565.0489024733818,1,0,3,B,afternoon,Canada,0
26.821468565925862,6,0,1,B,morning,Canada,0
156.7713141018073,1,0,1,B,afternoon,Canada,0
16.81404072381988,12,1,0,C,morning,USA,0
722.9602229861764,12,1,2,B,afternoon,Canada,0
360.3272689088189,1,1,3,A,afternoon,Canada,0
75.58614681276923,6,1,0,A,morning,USA,0
23.441335188884455,1,2,1,B,morning,Canada,0
1021.2229641823408,1,0,0,B,morning,Canada,0
1153.0871050962878,6,0,2,B,afternoon,Canada,0
95.46730379932762,12,0,3,A,morning,Canada,0
494.54977653496763,1,1,1,B,afternoon,USA,0
14.066453972187956,1,4,3,C,morning,USA,0
70.99402612741834,1,0,0,B,evening,USA,0
85.47341386359632,6,0,2,C,morning,Canada,0
609.282857624363,6,0,2,B,morning,USA,0
50.37771505704706,12,0,1,C,morning,USA,0
44.83679874310858,6,1,1,A,morning,USA,0
36.11763071479811,12,1,0,B,morning,Canada,0
150.2693153171519,1,0,0,C,afternoon,USA,0
301.1078132163586,6,1,1,B,morning,USA,0
503.56333703517873,1,1,2,B,morning,Canada,0
23.085674081130406,12,1,0,C,evening,USA,0
262.41419532065487,12,0,1,B,evening,USA,0
1577.3306673735817,12,0,1,C,afternoon,USA,0
222.87500961801047,6,1,1,B,evening,Canada,0
